PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11
AI;74TI861C2;;FLD;730-30;;CM7402001AX W DE WINDING;Yes;ИСТИНА;ЛОЖЬ;;587;ИСТИНА;Float;4-20mA;0;250;°C;;;;;1204;ЛОЖЬ;14850;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;07.04;17;13;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;Fault Reset SM Controller_15;;COM;;;Remote Fault Reset point;No;ЛОЖЬ;ЛОЖЬ;;25;;;;;;;0;;;;40;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;647_12;;;C742001;;;;ЛОЖЬ;ЛОЖЬ;;647;;;;;;;0;;;;6169;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2470_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;1157;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C479_2_A;;;730-30;730-30;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;479;;;;;;;0;;;;643;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;555_1;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;555;;;;;;;0;;;;4863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XY154B_P;;COM;730-30;A_C73031;EH-7303001-B1 Inlet air filter B off;No;ЛОЖЬ;ЛОЖЬ;;989;;;;;;;0;;;;2959;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_002_1;51;;;;;;;;
M;C633_6_F;;;C742001;C742001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;633;;;;;;;0;;;;6510;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C691_4_C;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;691;;;;;;;0;;;;5949;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C937_2_C;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;937;;;;;;;0;;;;1841;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;467_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;467;;;;;;;;100 ms;5;;96;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C905_5_G;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;905;;;;;;;0;;;;6198;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;489_488_2;;;730-30;;73LS018B_I;;ЛОЖЬ;ЛОЖЬ;;488;;;;;;;0;;;;1217;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;07_15_SNESD_FLT;;FSC;;;ESD_002_1-ESD_551_1;No;ЛОЖЬ;ЛОЖЬ;;19;;;;;;;0;;;;3716;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_002_1;ESD_551_1;0;;;;;;;;;;;;
DO;73PI182A_MOC;;COM;730-30;A_C73031;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;901;;;;;;;0;;;;2630;ИСТИНА;14739;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;73TI133;;FLD;730-30;A_C73032;COMPRESSOR DELIVERY;Yes;ИСТИНА;ЛОЖЬ;;547;ИСТИНА;Float;4-20mA;0;200;°C;;;;;156;ЛОЖЬ;15305;;None;None;None;None;;;;-50;-50;;;;-XXXXX.X;3.76;21;;07.04;15;6;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;595_999_1;;;C742001;;74VAHH834A_I;;ЛОЖЬ;ЛОЖЬ;;999;;;;;;;0;;;;3164;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;457_1524_5;;;730-30;;73TAL030B_LO;;ЛОЖЬ;ЛОЖЬ;;1524;;;;;;;0;;;;1433;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PDAH180B;;COM;730-30;;HI ALARM;No;ЛОЖЬ;ЛОЖЬ;;955;;;;;;;0;;;;1355;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C745_6_G;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;745;;;;;;;0;;;;6322;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73LAHH002B1_CA;;COM;730-30;A_C73031;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;467;;;;;;;0;;;;5474;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TAHH078B_CA;;COM;730-30;A_C73031;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;957;;;;;;;0;;;;2685;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;P7303001B_PA_TF;;COM;730-30;;FOR START UP;No;ЛОЖЬ;ЛОЖЬ;;455;;;;;;;0;;;;1096;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_002_1;84;;;;;;;;
M;761_765_1;;;C742002;;74ZAHH876_I;;ЛОЖЬ;ЛОЖЬ;;765;;;;;;;0;;;;2544;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_1011_2;;;740-20;;74HA014_I;;ЛОЖЬ;ЛОЖЬ;;1011;;;;;;;0;;;;3297;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VSHH832A_FU;;COM;740-20;;C-7402001AX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;997;;;;;;;0;;;;3153;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XS072B_FU;;COM;730-30;;С-7303001B EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1061;;;;;;;0;;;;4492;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI803_MOC;;COM;740-20;A_C74022;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;697;;;;;;;0;;;;2056;ИСТИНА;14741;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C465_7_B;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;465;;;;;;;0;;;;434;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VAH876AB;;COM;740-20;A_C74022;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;757;;;;;;;0;;;;2309;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH861A_CA;;COM;740-20;A_C74021;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;583;;;;;;;0;;;;1983;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C601_1_D;;;C742001;C742001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;601;;;;;;;0;;;;512;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VSHH803AB_MOR;;COM;740-20;A_C74022;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;713;;;;;;;0;;;;4010;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PDI104A_TF;;COM;730-30;A_C73031;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;905;;;;;;;0;;;;2635;ИСТИНА;14744;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VSHH833B;;BNS;740-20;A_C74021;C7402001AX VIB 1 STEP Y;Yes;ИСТИНА;ЛОЖЬ;;593;;;;;;;;;;;165;ИСТИНА;14745;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;3;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;74TI952_HI;;COM;740-20;;HI ALARM SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;778;;Float;;;;;0;;;;1222;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;10481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1025_6;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1025;;;;;;;0;;;;3471;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73TI068B2_MOR;;COM;730-30;A_C73031;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;965;;;;;;;0;;;;3909;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;340_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;74;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;302_1023_1;;;740-20;;74HA015_I;;ЛОЖЬ;ЛОЖЬ;;1023;;;;;;;0;;;;3492;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1055_2_L;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1055;;;;;;;0;;;;4734;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;591_8;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;591;;;;;;;0;;;;4996;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;709_1513_5;;;;;74TI833B TF;;ЛОЖЬ;ЛОЖЬ;;1513;;;;;;;0;;;;5192;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74ZSHH952_MOC;;COM;740-20;A_C74022;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;801;;;;;;;0;;;;5250;ИСТИНА;14387;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C711_8_F;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;711;;;;;;;0;;;;6387;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C777_6_G;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;777;;;;;;;0;;;;6275;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74HS019A;;FLD;740-20;A_74020;BUTTON LCSA6 - CONTACT 1;Yes;ИСТИНА;ЛОЖЬ;;304;;;;;;;;;;;285;ИСТИНА;14748;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.10;9;6;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;977_983_4;;;C7303001;;73VSHH001B1B2;;ЛОЖЬ;ЛОЖЬ;;983;;;;;;;0;;;;6093;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;401_2;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;401;;;;;;;;100 ms;5;;124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1021_2_M;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1021;;;;;;;0;;;;4395;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI078_TF;;COM;740-20;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;1605;ИСТИНА;14749;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;326_9;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;326;;;;;;;0;;;;5916;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C429_1_E;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;429;;;;;;;0;;;;730;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C705_8_F;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;705;;;;;;;0;;;;6414;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73VSHH002A2;;BNS;730-30;A_C73031;C7303001A COUNT VIB Y;Yes;ИСТИНА;ЛОЖЬ;;929;;;;;;;;;;;109;ИСТИНА;14750;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.03;13;6;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;425_441_3;;;740-20;;73LALL003A_I;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;0;;;;1628;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C773_6_F;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;773;;;;;;;0;;;;6290;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73VSHH003A1A2_MOR;;COM;730-30;A_C73031;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;923;;;;;;;0;;;;3967;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C443_2_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;443;;;;;;;0;;;;707;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73TAHH107B_CA;;COM;730-30;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;461;;;;;;;0;;;;5753;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;909_2;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;909;;;;;;;0;;;;2756;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;627_110_1;;;730-30;;74TT915;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;552;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;561_1049_2;;;730-30;;73HS095;;ЛОЖЬ;ЛОЖЬ;;1049;;;;;;;0;;;;4531;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH819_FU;;COM;740-20;;C-7402002AX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1017;;;;;;;0;;;;3423;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1009_3;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1009;;;;;;;0;;;;3236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C961_3_E;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;961;;;;;;;0;;;;1214;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1027_1_L;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1027;;;;;;;0;;;;4370;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73PALL105B_FU;;COM;730-30;;С-7303001B EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1057;;;;;;;0;;;;4472;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;977_1059_1;;;C7303001;;73VAHH001B1_I;;ЛОЖЬ;ЛОЖЬ;;1059;;;;;;;0;;;;4675;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;435_439_1;;;730-30;;N2-PLANT-A-I017-018;;ЛОЖЬ;ЛОЖЬ;;439;;;;;;;0;;;;182;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
