НомерГруппы;ИмяГруппы;Точка1;Точка2;Точка3;Точка4;Точка5;Точка6;Точка7;Точка8;Точка9;Точка10;Точка11;Точка12;Точка13;Точка14;Точка15;Точка16;Точка17;Точка18;Точка19;Точка20;Точка21;Точка22;Точка23;Точка24;Точка25;Точка26;Точка27;Точка28;Точка29;Точка30;Точка31;Точка32
2314;;30SI207.DACA.PV;30SI208.DACA.PV;30TC047.PIDA.OP;30TC047.PIDA.PV;30TC047.PIDA.SP;30TC049.PIDA.OP;30TC049.PIDA.PV;30TC049.PIDA.SP;30TC050.PIDA.OP;30TC050.PIDA.PV;30TC050.PIDA.SP;30TC051.PIDA.OP;30TC051.PIDA.PV;30TC051.PIDA.SP;30TI048.DACA.PV;30TI049A.DACA.PV;30TI049B.DACA.PV;30TI049C.DACA.PV;30TI049D.DACA.PV;30TI050A.DACA.PV;30SY082A.AUTOMANA.OP;30SY083A.AUTOMANA.OP;30SY084A.AUTOMANA.OP;30SY206A.AUTOMANA.OP;30SY207A.AUTOMANA.OP;30SY208A.AUTOMANA.OP;30TC049.DACA.PV;30TC050.DACA.PV;30TC051.DACA.PV;;;
2315;;30TI050B.DACA.PV;30TI050C.DACA.PV;30TI050D.DACA.PV;30TI051A.DACA.PV;30TI051B.DACA.PV;30TI051C.DACA.PV;30TI051D.DACA.PV;30TI053.DACA.PV;30TY049.DACA.PV;30TY050.DACA.PV;30TY051.DACA.PV;30UIQ033.DACA.PV;30UIQ033.DACB.PV;30TI052.DACA.PV;;;;;;;;;;;;;;;;;;
2316;;30TI776C.PV;30TI776D.PV;30TI876C.PV;30TI876D.PV;30ZI876.PV;30ZI976.PV;30PI064.PV;30PI065.PV;30PI777A.DACA.PV;30PI777B.DACA.PV;;;;;;;;;;;;;;;;;;;;;;
2317;;30PI777C.DACA.PV;30PI777D.DACA.PV;30PI877A.DACA.PV;30PI877B.DACA.PV;30PI877C.DACA.PV;30PI877D.DACA.PV;30TI152.DACA.PV;30TI153.DACA.PV;30TI776A.DACA.PV;30TI776B.DACA.PV;30TI776E.DACA.PV;30TI776F.DACA.PV;30TI876A.DACA.PV;30TI876B.DACA.PV;30TI876E.DACA.PV;30TI876F.DACA.PV;;;;;;;;;;;;;;;;
2318;;30LI025.PV;30PI066.PV;30PI067.PV;30PI787.PV;30PI888.PV;30SI875.PV;30SI975.PV;30TI058.PV;30TI059.PV;30ZI875.PV;30ZI975.PV;30FC035.PIDA.OP;30FC035.PIDA.PV;30FC035.PIDA.SP;30HC222A.AUTOMANA.OP;30HC222B.AUTOMANA.OP;30LC024.PIDA.OP;30LC024.PIDA.PV;30LC024.PIDA.SP;30LC026.PIDA.OP;30LC026.PIDA.PV;30LC026.PIDA.SP;30LI024A.DACA.PV;30HS024.DACA.PV;;;;;;;;
2319;;30PC069.PIDA.OP;30PC069.PIDA.PV;30PC069.PIDA.SP;30PI064.PV;30PI065.PV;30PI777D.DACA.PV;30PI877D.DACA.PV;30PY069B.AUTOMANA.OP;30PY069C.AUTOMANA.OP;30SI071.DACA.PV;30SI072.DACA.PV;30TC061.PIDA.OP;30TC061.PIDA.PV;30TC061.PIDA.SP;30TC062.PIDA.OP;30TC062.PIDA.PV;30TC062.PIDA.SP;30TI060.DACA.PV;30TI062A.DACA.PV;30TI062B.DACA.PV;30SY071A.AUTOMANA.OP;30SY072A.AUTOMANA.OP;30TC061.DACA.PV;30TC062.DACA.PV;;;;;;;;
2320;;30TI062C.DACA.PV;30TI062D.DACA.PV;30TI063.DACA.PV;30TI152.DACA.PV;30TI153.DACA.PV;30TY062.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2321;;30LI028.PV;30LI031.PV;30PI075.PV;30FC036.PIDA.OP;30FC036.PIDA.PV;30FC036.PIDA.SP;30FC038.PIDA.OP;30FC038.PIDA.PV;30FC038.PIDA.SP;30FI037.DACA.PV;30FI039.DACA.PV;30FI049.DACA.PV;30HC223A.AUTOMANA.OP;30HC223B.AUTOMANA.OP;30LC027.PIDA.OP;30LC027.PIDA.PV;30LC027.PIDA.SP;30LC030.PIDA.OP;30LC030.PIDA.PV;30LC030.PIDA.SP;30LI030A.DACA.PV;30HS030A.DACA.PV;30LI027.DACA.PV;30LI027A.DACA.PV;30LI030.DACA.PV;;;;;;;
2322;;30LI033.DACA.PV;30PC077.PIDA.OP;30PC077.PIDA.PV;30PC077.PIDA.SP;30PC084.PIDA.OP;30PC084.PIDA.PV;30PC084.PIDA.SP;30PI074A.DACA.PV;30PI074B.PV;30PY084A.AUTOMANA.OP;30PY084C.AUTOMANA.OP;30SI073.DACA.PV;30SI209.DACA.PV;30TC069.PIDA.OP;30TC069.PIDA.PV;30TC069.PIDA.SP;30TC075.PIDA.OP;30TC075.PIDA.PV;30TC075.PIDA.SP;30TC076.PIDA.OP;30TC076.PIDA.PV;30TC076.PIDA.SP;30SY073A.AUTOMANA.OP;30SY209A.AUTOMANA.OP;30PC077.DACA.PV;30TC069.DACA.PV;30TC075.DACA.PV;30TC076.DACA.PV;;;;
2323;;30TI066.DACA.PV;30TC067.PIDA.PV;30TI070.DACA.PV;30TI074.DACA.PV;30TI075A.DACA.PV;30TI075B.DACA.PV;30TI075C.DACA.PV;30TI075D.DACA.PV;30TI077.DACA.PV;30TI080.DACA.PV;30TI081.DACA.PV;30TY075.DACA.PV;30TC067.PIDA.OP;30TC067.PIDA.SP;30TC067.DACA.PV;;;;;;;;;;;;;;;;;
2324;;30LSLL038.PV;30FC040.PIDA.OP;30FC040.PIDA.PV;30FC040.PIDA.SP;30LC037.PIDA.OP;30LC037.PIDA.PV;30LC037.PIDA.SP;30LI035.DACA.PV;30PC087.PIDA.OP;30PC087.PIDA.PV;30PC087.PIDA.SP;30PDI109.DACA.PV;30PI109A.DACA.PV;30PI109B.DACA.PV;30TDC084.PIDA.OP;30TDC084.PIDA.PV;30TDC084.PIDA.SP;30TI083.DACA.PV;30TI084A.DACA.PV;30TI084B.DACA.PV;30LI037A.DACA.PV;30FC040.DACA.PV;30LI037_1.DACA.P1;30TDC084.DACA.PV;;;;;;;;
2325;;30TI085.DACA.PV;30TI126.DACA.PV;30UIQ041.DACA.PV;30UIQ041.DACB.PV;30TI087.DACA.PV;30UIQ050.DACA.PV;30UIQ050.DACB.PV;30TI086.DACA.PV;30UIQ052.DACA.PV;30UIQ052.DACB.PV;30TI089.DACA.PV;;;;;;;;;;;;;;;;;;;;;
2326;;30LI048.PV;30LI051.PV;30TI107.PV;30FC042.PIDA.OP;30FC042.PIDA.PV;30FC042.PIDA.SP;30FI043.DACA.PV;30HS081.DACA.PV;30LC047.PIDA.OP;30LC047.PIDA.PV;30LC047.PIDA.SP;30LC050.PIDA.OP;30LC050.PIDA.PV;30LC050.PIDA.SP;30LI047A.DACA.PV;30LI047B.DACA.PV;30LI052.DACA.PV;30LY047.REGCALCA.OP;30PC107.PIDA.OP;30PC107.PIDA.PV;30PC107.PIDA.SP;30FI042.DACA.PV;30HS050.DACA.PV;30LC047.DACA.PV;30LC050.DACA.PV;30LI050.DACA.PV;30LI050A.DACA.PV;30FI042A.DACA.PV;;;;
2327;;30PC108A.PIDA.OP;30PC108A.PIDA.PV;30PC108A.PIDA.SP;30PC108B.PIDA.OP;30PC108B.PIDA.PV;30PC108B.PIDA.SP;30PI106.DACA.PV;30PI111.DACA.PV;30TC105.PIDA.OP;30TC105.PIDA.PV;30TC105.PIDA.SP;30TI103.DACA.PV;30TI104.DACA.PV;30TI109.DACA.PV;30UIQ057.DACA.PV;30UIQ057.DACB.PV;30TI044.DACA.PV;;;;;;;;;;;;;;;
2328;3000 СЕКЦИЯ. Подача топлива в печь;30LI064.PV;30PDI912.PV;30PI911A.PV;30PI911B.PV;30PI917A.PV;30PI917B.PV;30PI919A.PV;30PI919B.PV;30FI061.DACA.PV;30FI062.DACA.PV;30FI901A.DACA.PV;30FI901B.DACA.PV;30FI902.DACA.PV;30FI904.DACA.PV;30FY901.DACA.PV;30FY902.DACA.PV;30FY902_TEST.DACA.PV;30LI063_AO.DACA.PV;30FQ061.DACA.PV;30FQ062.DACA.PV;;;;;;;;;;;;
2329;;30PC910.PIDA.OP;30PC910.PIDA.PV;30PC910.PIDA.SP;30PC916A.PIDA.OP;30PC916A.PIDA.PV;30PC916A.PIDA.SP;30PC916B.PIDA.OP;30PC916B.PIDA.PV;30PC916B.PIDA.SP;30PDC913.PIDA.OP;30PDC913.PIDA.PV;30PDC913.PIDA.SP;30PDI923.DACA.PV;30PI134.DACA.PV;30PI135.DACA.PV;30PI915.DACA.PV;30PC952.DACA.PV;30PY910.OVRDSELA.OP;30PY915.REGCALCA.OP;30PY916A.OVRDSELA.OP;30HY903.DACA.PV;30PC910.DACA.PV;;;;;;;;;;
2330;;30PY916B.OVRDSELA.OP;30TC045.PIDA.OP;30TC045.PIDA.PV;30TC045.PIDA.SP;30TI090.DACA.PV;30TI130.DACA.PV;30TI131.DACA.PV;30TI919.DACA.PV;30TI920.DACA.PV;30UC950A.PIDA.OP;30UC950A.PIDA.PV;30UC950A.PIDA.SP;30UC950B.PIDA.OP;30UC950B.PIDA.PV;30UC950B.PIDA.SP;30UIQ060.DACA.PV;30UY950A.REGCALCA.OP;30UY950B.REGCALCA.OP;30UY950D.REGCALCA.OP;30UY950E.OVRDSELA.OP;30UIQ060.DACB.PV;30TI129.DACA.PV;30UC950A.DACA.PV;30UC950B.DACA.PV;;;;;;;;
2331;;30FI751.DACA.PV;30LI065.DACA.PV;30TI161.DACA.PV;30PC867.PIDA.PV;30PC867.PIDA.SP;30PC867.PIDA.OP;;;;;;;;;;;;;;;;;;;;;;;;;;
2332;;30LI057.PV;30LI058.PV;30LI060.PV;30LI061.PV;30TI750.PV;30TI752.PV;30TI754.PV;30TI756.PV;30LI041.DACA.PV;30LI042.DACA.PV;30LI044.DACA.PV;30LI045.DACA.PV;30PI142.DACA.PV;30PI137.DACA.PV;30PI138.DACA.PV;30PI139.DACA.PV;30PI750.DACA.PV;30PI752.DACA.PV;30PI754.DACA.PV;30PI756.DACA.PV;30PI105.DACA.PV;30TI750A.PV;30TI752A.PV;30TI754A.PV;30TI756A.PV;;;;;;;
2333;;30TI097.DACA.PV;30TI098.DACA.PV;30TI100.DACA.PV;30TI101.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2334;;30LI040.PV;30FI051.DACA.PV;30LC053.PIDA.OP;30LC053.PIDA.PV;30LC053.PIDA.SP;30LI039.PV;30PC099.PIDA.OP;30PC099.PIDA.PV;30PC099.PIDA.SP;30PC100.PIDA.OP;30PC100.PIDA.PV;30PC100.PIDA.SP;30PI127.DACA.PV;30PY100A.AUTOMANA.OP;30PY100B.AUTOMANA.OP;30TC121.PIDA.OP;30TC121.PIDA.PV;30TC121.PIDA.SP;30TC125.PIDA.OP;30TC125.PIDA.PV;30TC125.PIDA.SP;30FQ051.DACA.PV;30LI039A.DACA.PV;30PC099.DACA.PV;30PC100.DACA.PV;30TC121.DACA.PV;30TC125.DACA.PV;;;;;
2335;;30TI096.DACA.PV;30TI120.DACA.PV;30TI123.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2336;;30TI839A.PV;30TI839B.PV;30TI841A.PV;30TI841B.PV;30TI847A.PV;30TI847B.PV;30TI849A.PV;30TI849B.PV;30TI851A.PV;30TI851B.PV;30TI853A.PV;30TI853B.PV;30TI855A.PV;30TI855B.PV;30TI857A.PV;30TI857B.PV;30PI805.DACA.PV;30PI807.DACA.PV;30PI825.DACA.PV;30PI827.DACA.PV;30TI839A2.PV;30TI839B2.PV;30TI841A2.PV;30TI841B2.PV;30TI847A2.PV;30TI847B2.PV;30TI849A2.PV;30TI849B2.PV;30TI851A2.PV;30TI851B2.PV;30TI853A2.PV;30TI853B2.PV
2337;;30PI835.DACA.PV;30PI837.DACA.PV;30PI845.DACA.PV;30PI847.DACA.PV;30TI855A2.PV;30TI855B2.PV;30TI857A2.PV;30TI857B2.PV;;;;;;;;;;;;;;;;;;;;;;;;
2338;;30TI843A.PV;30TI843B.PV;30TI845A.PV;30TI845B.PV;30PI815.DACA.PV;30PI817.DACA.PV;30TI843A2.PV;30TI843B2.PV;30TI845A2.PV;30TI845B2.PV;;;;;;;;;;;;;;;;;;;;;;
2339;;30TI860.PV;30TI863.PV;30TI866.PV;30TI890.PV;30TI893.PV;30TI896.PV;30PI802.DACA.PV;30PI803.DACA.PV;30PI804.DACA.PV;30PI812.DACA.PV;30PI814.DACA.PV;30TI861.DACA.PV;30TI862.DACA.PV;30TI864.DACA.PV;30TI865.DACA.PV;30TI867.DACA.PV;30TI868.DACA.PV;30TI891.DACA.PV;30TI892.DACA.PV;30TI860A.PV;30TI863A.PV;30TI866A.PV;30TI890A.PV;30TI896A.PV;;;;;;;;
2340;;30TI897.DACA.PV;30TI898.DACA.PV;30TI896.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2341;;30TI801.PV;30TI802.PV;30TI803.PV;30TI806.DACA.PV;30TI811.PV;30TI812.PV;30TI813.PV;30TI807.DACA.PV;30TI821.PV;30TI822.PV;30TI823.PV;30TI824.PV;30TI831.PV;30TI832.PV;30TI833.PV;30TI834.PV;30PI801A.DACA.PV;30PI801B.DACA.PV;30PI811A.DACA.PV;30PI811B.DACA.PV;30TI804A.DACA.PV;30TI804B.DACA.PV;30TI804C.DACA.PV;30TI814.DACA.PV;30TI801A.PV;30TI802A.PV;30TI803A.PV;30TI811A.PV;;;;
2342;;30PI821A.DACA.PV;30PI821B.DACA.PV;30PI831A.DACA.PV;30PI831B.DACA.PV;30TI812A.PV;30TI813A.PV;30TI821A.PV;30TI822A.PV;30TI823A.PV;30TI831A.PV;30TI832A.PV;30TI833A.PV;;;;;;;;;;;;;;;;;;;;
2343;;30PI783B.PV;30PI879B.PV;30PI883B.PV;30TI784D.PV;30TI784E.PV;30TI784F.PV;30TI884D.PV;30TI884E.PV;30TI884F.PV;30VI875.PV;30VI876.PV;30VI975.PV;30VI976.PV;30FI779.DACA.PV;30FI879.DACA.PV;30FI777A1.PV;30FI777A2.PV;30FI777B1.PV;30FI777B2.PV;30FI790A1.PV;30FI790A2.PV;30FI877A1.PV;30FI877A2.PV;30FI877B1.PV;30FI877B2.PV;30TI784D2.PV;30TI884D2.PV;;;;;
2344;;30PDI781.DACA.PV;30PDI881.DACA.PV;30PI783A.DACA.PV;30PI783C.DACA.PV;30PI783D.DACA.PV;30PI783E.DACA.PV;30PI879A.DACA.PV;30PI883A.DACA.PV;30PI883C.DACA.PV;30PI883D.DACA.PV;30PI883E.DACA.PV;30PI887A.DACA.PV;30PI887B.DACA.PV;30TI784A.DACA.PV;30TI784B.DACA.PV;30TI784C.DACA.PV;30TI786.DACA.PV;30TI787.DACA.PV;30TI788A.DACA.PV;30TI788B.DACA.PV;;;;;;;;;;;;
2345;;30FI752.DACA.PV;30LI066.DACA.PV;30TI162.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346;;30PI944.PV;30TI924.PV;30FC905.PIDA.OP;30FC905.PIDA.PV;30FC905.PIDA.SP;30FFY907C.REGCALCA.OP;30FI905.DACA.PV;30FY905A.AUTOMANA.OP;30FY905B.AUTOMANA.OP;30FY905C.DACA.PV;30FY905D.DACA.PV;30PI936.DACA.PV;30PI943.PV;30PI946.DACA.PV;30PY906.AUTOMANA.OP;30TC925.PIDA.OP;30TC925.PIDA.PV;30TC925.PIDA.SP;;;;;;;;;;;;;;
2347;;30TC930.PIDA.OP;30TC930.PIDA.PV;30TC930.PIDA.SP;30TI923.DACA.PV;30TI926.DACA.PV;30UY952A.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2348;;30PI143C.PV;30PI162C.PV;30FI017.PV;30FI018.PV;30FI019.PV;30FI020.PV;30FI906.PV;30PI143A.PV;30PI143B.PV;30PI162A.PV;30PI162B.PV;30PI163A.PV;30PI163B.PV;30PI164A.PV;30PI164B.PV;30PI907.PV;30TI032A.PV;30TI032B.PV;30TI156A.PV;30TI156B.PV;30PI163C.PV;30PI164C.PV;30TI032C.PV;30TI156C.PV;;;;;;;;
2349;;30TI157A.PV;30TI157B.PV;30TI158A.PV;30TI158B.PV;30TI900.PV;30TI901.PV;30TI157C.PV;30TI903A.PV;30TI903B.PV;30TI903C.PV;30TI903D.PV;30TI904.PV;30TI905A.PV;30TI905B.PV;30TI906A.PV;30TI906B.PV;30TI906C.PV;30TI906D.PV;30TI907A.PV;30TI907B.PV;30SI918.DACA.PV;30TI158C.PV;30TI901A.PV;30TI905C.PV;;;;;;;;
2350;;30TI907C.PV;30TI907D.PV;30TI908A.PV;30TI908B.PV;30TI908C.PV;30TI908D.PV;30TI909A.PV;30TI909B.PV;30TI909C.PV;30TI909D.PV;30TI910.PV;30TI942.PV;30FC012.PIDA.OP;30FC012.PIDA.PV;30FC012.PIDA.SP;30FC013.PIDA.OP;30FC013.PIDA.PV;30FC013.PIDA.SP;;;;;;;;;;;;;;
2351;;30FC014.PIDA.OP;30FC014.PIDA.PV;30FC014.PIDA.SP;30FC015.PIDA.OP;30FC015.PIDA.PV;30FC015.PIDA.SP;30FC016.PIDA.OP;30FC016.PIDA.PV;30FC016.PIDA.SP;30FC905.PIDA.OP;30FC905.PIDA.PV;30FC905.PIDA.SP;30FI003.DACA.PV;30FI003B.DACA.PV;30FI004.DACA.PV;30FI004B.DACA.PV;30FI005.DACA.PV;30FI005B.DACA.PV;30FI006.DACA.PV;30FI006B.DACA.PV;;;;;;;;;;;;
2352;;30FI063.DACA.PV;30FI905.DACA.PV;30FY012A.REGCALCA.OP;30FY012B.REGCALCA.OP;30FY012C.REGCALCA.OP;30FY012D.REGCALCA.OP;30FY905A.AUTOMANA.OP;30FY905B.AUTOMANA.OP;30HC007.AUTOMANA.OP;30HC008.AUTOMANA.OP;30HC009.AUTOMANA.OP;30HC010.AUTOMANA.OP;30HC011.AUTOMANA.OP;30HC012.AUTOMANA.OP;30HC013.AUTOMANA.OP;30HC014.AUTOMANA.OP;30HC900.AUTOMANA.OP;30LI003.DACA.PV;30PC020.PIDA.OP;30PC020.PIDA.PV;30PC020.PIDA.SP;;;;;;;;;;;
2353;;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;30PI017.DACA.PV;30PI023.DACA.PV;30PI903A.DACA.PV;30PI903B.DACA.PV;30PI903C.DACA.PV;30PI903D.DACA.PV;30PI936.DACA.PV;30PI943.PV;30PI946.DACA.PV;30TC925.PIDA.OP;30TC925.PIDA.PV;30TC925.PIDA.SP;30TC930.PIDA.OP;30TC930.PIDA.PV;30TC930.PIDA.SP;;;;;;;;;;;;;;
2354;;30TI013.DACA.PV;30TI019.DACA.PV;30TI028A.DACA.PV;30TI028B.DACA.PV;30TI028C.DACA.PV;30TI028D.DACA.PV;30TI159.DACA.PV;30TI923.DACA.PV;30TI926.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;
2355;;30UY950F.OVRDSELA.OP;30UY951A.DACA.PV;30UY951B.DACA.PV;30UY951C.DACA.PV;30HY901.NUMERICA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;
2356;;30TI788C.DACA.PV;30TI790.DACA.PV;30TI878.DACA.PV;30TI884A.DACA.PV;30TI884B.DACA.PV;30TI884C.DACA.PV;30TI886.DACA.PV;30TI887.DACA.PV;30TI888A.DACA.PV;30TI888B.DACA.PV;30TI888C.DACA.PV;30EI101A.DACA.PV;30EI101S.DACA.PV;;;;;;;;;;;;;;;;;;;
2357;;30FI753.DACA.PV;30LI067.DACA.PV;30TI163.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2359;ПАР;30FI070.DACA.PV;30FQI070.DACA.PV;30PI071.DACA.PV;30TI108.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2360;;30UIQ044.DACA.PV;30UIQ044.DACB.PV;30TI108.DACA.PV;30UIQ047.DACA.PV;30UIQ047.DACB.PV;30TI020.DACA.PV;30UIQ054.DACA.PV;30UIQ054.DACB.PV;30TI113.DACA.PV;30UIQ055.DACA.PV;30UIQ055.DACB.PV;30TI114.DACA.PV;30UIQ056.DACA.PV;30UIQ056.DACB.PV;30TI117.DACA.PV;;30UIQ058.DACB.PV;30TI127.DACA.PV;30UIQ059.DACA.PV;30UIQ059.DACB.PV;30TI128.DACA.PV;93TI513.DACA.PV;;;;;;;;;;
2361;;30UIQ065.DACA.PV;30UIQ065.DACB.PV;30TI134.DACA.PV;30UIQ066.DACA.PV;30UIQ066.DACB.PV;30TI135.DACA.PV;30UIQ067.DACA.PV;30UIQ067.DACB.PV;30TI136.DACA.PV;30UIQ068.DACA.PV;30UIQ068.DACB.PV;30TI137.DACA.PV;;;;;;;;;;;;;;;;;;;;
2365;30PV026;30PC026.PIDA.PV;30PC026.PIDA.SP;30PC026.PIDA.OP;30PV026.HDYNVAL[1];30PV026.HDYNVAL[2];30PV026.HDYNVAL[3];30PV026.HDYNVAL[4];30FI138.DACA.PV;30PI168.DACA.PV;30PDI026.DACA.PV;30LI025.PV;30PI033.DACA.PV;30PI056A.PV;30LI024.DACA.PV;;;;;;;;;;;;;;;;;;
2366;;30FC026.PIDA.PV;30FC026.PIDA.SP;30FC026.PIDA.OP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2367;Обратная связь по клапанам 1,2 потоку;30FC013.PIDA.OP;30FC013.PIDA.PV;30FV013.HDYNVAL[1];30FV013.HDYNVAL[2];30FV013.HDYNVAL[3];30FV013.HDYNVAL[4];30FC014.PIDA.OP;30FC014.PIDA.PV;30FV014.HDYNVAL[1];30FV014.HDYNVAL[2];30FV014.HDYNVAL[3];30FV014.HDYNVAL[4];;;;;;;;;;;;;;;;;;;;
2368;Обратная связь по клапанам 3,4 потоку;30FC015.DACA.PV;30FC015.PIDA.OP;30FV015.HDYNVAL[1];30FV015.HDYNVAL[2];30FV015.HDYNVAL[3];30FV015.HDYNVAL[4];30FC016.DACA.PV;30FC016.PIDA.OP;30FV016.HDYNVAL[4];30FV016.HDYNVAL[1];30FV016.HDYNVAL[2];30FV016.HDYNVAL[3];;;;;;;;;;;;;;;;;;;;
2369;;30LC026.PIDA.OP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2371;;30PC952.PIDA.OP;30PC952.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2380;;30FC030.PIDA.PV;30FC002.PIDA.PV;30FI049.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2381;;30TI028A.DACA.PV;30PC026.PIDA.PV;30TC037.PIDA.PV;30TI040.DACA.PV;30TI041.DACA.PV;30TI091.DACA.PV;30FC030.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;
2400;3000 СЕКЦИЯ. P3017A/S;30TI839A.PV;30PDI035.DACA.PV;30PDI007.DACA.PV;30TI019.DACA.PV;30TI010.DACA.PV;30TI890.PV;30TI860.PV;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;30PI017.DACA.PV;30PC100.PIDA.PV;30TI847A.PV;30TI847B.PV;30TI866.PV;30TI896.PV;;;;;;;;;;;;;;;;
2401;;30FI043.DACA.PV;30TC039.PIDA.PV;30FI034.DACA.PV;30FC036.PIDA.PV;30PC026.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;
2402;;30TI845A.PV;30TI845B.PV;30TI897.DACA.PV;30TI896.PV;30TI943.PV;30TI944.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2403;;30TI943.PV;30TI944.PV;30TI906A.PV;30TI907A.PV;30TI908A.PV;30TI909A.PV;;;;;;;;;;;;;;;;;;;;;;;;;;
2404;;30LC001.PIDA.PV;30LC007.PIDA.PV;30TI897.DACA.PV;30TI898.DACA.PV;30TI896.PV;30TI821.PV;30TI822.PV;30TI823.PV;30TI824.PV;30TI811.PV;30TI812.PV;30TI813.PV;;;;;;;;;;;;;;;;;;;;
2405;;30LC001.PIDA.PV;30LC007.PIDA.PV;30LC019.PIDA.PV;30LC024.PIDA.PV;30LC030.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;
2410;;30PC020.PIDA.PV;30TI028A.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414;;30TI040.DACA.PV;30TC036.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2420;;30PC026.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2423;CVETKOV A.G. (C-3001 A);30PI064.PV;30PI783A.DACA.PV;30PI783E.DACA.PV;30PI783C.DACA.PV;30PI777B.DACA.PV;30PI777A.DACA.PV;30PI879A.DACA.PV;30TI058.PV;30TI784D.PV;30TI790.DACA.PV;;;;;;;;;;;;;;;;;;;;;;
2424;;30TC036.PIDA.PV;30TC037.PIDA.PV;30TC038.PIDA.PV;30TI839B.PV;30TI849B.PV;30TI841B.PV;30PI801B.DACA.PV;30PI801A.DACA.PV;30PI831B.DACA.PV;30PI831A.DACA.PV;30PI805.DACA.PV;30PI811B.DACA.PV;30PI811A.DACA.PV;30PI821B.DACA.PV;30PI821A.DACA.PV;30TI784F.PV;30PI815.DACA.PV;30PI817.DACA.PV;30TI821.PV;30TI944.PV;30TI945.PV;30TI948.PV;30TI803.PV;;;;;;;;;
2425;3000_НОРМЫ 3;30LC005.PIDA.PV;30PC020.DACA.PV;30LI003.DACA.PV;30TI159.DACA.PV;30PI103.DACA.PV;30FQ063.DACA.PV;30TI066.DACA.PV;30TC069.DACA.PV;30TI070.DACA.PV;30PI074B.PV;30PI074A.DACA.PV;30FI037.DACA.PV;30FC038.PIDA.PV;30TI080.DACA.PV;30TI081.DACA.PV;30PC084.PIDA.PV;30LI030.DACA.PV;30FI039.DACA.PV;30TI074.DACA.PV;30TC076.PIDA.PV;30FI049.TOTALIZERA.PV;30TI077.DACA.PV;30TI085.DACA.PV;30TI084A.DACA.PV;30FC040.PIDA.PV;30PC087.PIDA.PV;30TI085.DACA.PV;30TI126.DACA.PV;30UIQ041.TOTALIZERA.PV;30PDI109.DACA.PV;30TC045.PIDA.PV;30LI063.PV
2426;C-3001 S;30PI065.PV;30PI883C.DACA.PV;30PI883D.DACA.PV;30PI879A.DACA.PV;30PI877D.DACA.PV;30TI059.PV;30TI884D.PV;30TI790.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;;
2427;3000_НОРМЫ 4;30TC045.PIDA.PV;30FI051.DACA.PV;30TI120.DACA.PV;30LC053.PIDA.PV;30TC121.PIDA.PV;30TC125.PIDA.PV;30TI096.DACA.PV;30PC100.PIDA.PV;30PC099.PIDA.PV;30UIQ065.DACA.PV;30UIQ067.DACA.PV;30UIQ066.DACA.PV;30UIQ068.DACA.PV;30UIQ057.DACA.PV;30FC042.PIDA.PV;30FI043.DACA.PV;30LI047A.DACA.PV;30LI047B.DACA.PV;30TI109.DACA.PV;30TC105.PIDA.PV;30UIQ045.DACA.PV;30FC016.PIDA.PV;30PI014.DACA.PV;30PI015.DACA.PV;30PI016.DACA.PV;30PI017.DACA.PV;30PI143A.PV;30PI162A.PV;30TI905A.PV;30TC930.PIDA.PV;;
2428;;30LI021.PV;30TI152.DACA.PV;30TI153.DACA.PV;30PDI027.DACA.PV;30TI058.PV;30TI059.PV;30PI064.PV;30PI065.PV;30TI060.DACA.PV;;;;;;;;;;;;;;;;;;;;;;;
2433;;30FC031.PIDA.PV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
